cool,multiling,umultiling,comf_non_eng,media,priv,st_heard,st_descr,zed,spell,spell_uni,distinct,same_ew,celebs,prestige,rec_cdns,software,dictionary,recog_eh,cdn_sorry,engl_able,fr_able,ind_able,beyond_ef,cdn_way,age,country,province,gender,edu_comp,degree_year,region,eui,dist_cult,eoi,soc_media,cdn_way_num
agree,neutral,yes,extremely uncomfortable,,yes,no,,zee,unimportant,probably not,probably yes,definitely not,yes ,british english,often,no,yes,definitely not,definitely yes,strongly agree,disagree,strongly disagree,disagree,definitely not,39,canada,ontario,male,postgraduate degree,i am not currently studying,on,0,no,,12 hours,1
strongly agree,probably yes,no,,extremely unimportant,that depends ,yes,yes but i cant describe it well,zed,very important,definitely yes,definitely yes,definitely not,yes ,british english,often,yes,definitely yes,definitely yes,definitely yes,neither disagree nor agree,neither disagree nor agree,strongly agree,strongly agree,definitely yes,39,canada,manitoba,male,other ,i am not currently studying,mb,0,no,,30 minutes to 1 hour,4
strongly agree,probably not,yes,moderately uncomfortable,important,yes,no,,zee,important,probably yes,probably not,probably not,yes ,british english,never,yes,neither yes or no,definitely yes,probably yes,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,strongly disagree,probably not,29,canada,ontario,female,undergraduate degree,i am not currently studying,on,1,yes ,12,12 hours,2
somewhat agree,neutral,no,,important,that depends ,yes,yes but i cant describe it well,both,important,might or might not,probably yes,probably not,,british english,sometimes,yes,no,probably yes,probably yes,agree,disagree,agree,disagree,probably yes,44,canada,manitoba,female,undergraduate degree,i am not currently studying,mb,0,no,,30 minutes to 1 hour,3
strongly agree,neutral,no,,important,no,not sure,,both,neither unimportant nor important,definitely not,probably not,definitely not,no,british english,often,no,neither yes or no,might or might not,might or might not,agree,neither disagree nor agree,strongly agree,strongly agree,probably yes,24,canada,newfoundland and labrador,male,other ,i am not currently studying,nl,0,yes ,8,24 hours,3
strongly agree,probably yes,no,,important,no,no,,both,important,definitely yes,definitely yes,definitely not,,british english,often,yes,yes,definitely yes,probably yes,agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,44,canada,manitoba,female,graduate degree,i am not currently studying,mb,0,no,,24 hours,3
agree,probably not,no,,important,no,yes,yes but i cant describe it well,zed,neither unimportant nor important,probably yes,probably yes,definitely not,yes ,british english,often,yes,neither yes or no,probably yes,probably yes,agree,disagree,agree,neither disagree nor agree,definitely yes,24,canada,ontario,male,high school,third year,on,0,no,,12 hours,4
strongly agree,definitely yes,no,,extremely important,,yes,yes but i cant describe it well,zed,very important,definitely yes,probably yes,,no,british english,always,yes,definitely yes,definitely yes,probably yes,strongly agree,strongly agree,strongly agree,neither disagree nor agree,definitely yes,29,canada,ontario,male,undergraduate degree,i am not currently studying,on,0,yes ,4,i dont use social media,4
strongly agree,probably not,no,,important,that depends ,yes,yes but i cant describe it well,zed,unimportant,,probably yes,definitely not,,no particular variety,often,yes,yes,definitely yes,might or might not,strongly disagree,strongly disagree,neither disagree nor agree,strongly disagree,probably yes,39,canada,ontario,male,other ,i am not currently studying,on,0,no,,less than 30 minutes,3
agree,probably not,no,,important,yes,no,,both,unimportant,probably yes,probably not,definitely not,,british english,sometimes,yes,yes,definitely yes,definitely yes,disagree,disagree,neither disagree nor agree,disagree,definitely yes,44,canada,manitoba,male,high school,i am not currently studying,sk,0,no,,30 minutes to 1 hour,4
strongly agree,definitely yes,yes,moderately uncomfortable,extremely important,that depends ,yes,yes but i cant describe it well,zed,very important,definitely yes,definitely yes,definitely not,yes ,british english,often,yes,yes,definitely yes,probably yes,strongly disagree,strongly disagree,strongly agree,strongly agree,probably yes,44,canada,newfoundland and labrador,male,postgraduate degree,i am not currently studying,qc,0,yes ,12,i dont use social media,3
strongly agree,probably yes,no,,,that depends ,yes,yes but i cant describe it well,both,important,probably yes,probably yes,probably not,yes ,no particular variety,sometimes,,yes,definitely yes,probably yes,disagree,disagree,agree,neither disagree nor agree,probably not,34,canada,ontario,male,graduate degree,i am not currently studying,on,0,no,,30 minutes to 1 hour,2
somewhat agree,probably not,no,,important,yes,yes,yes but i cant describe it well,both,important,probably yes,probably yes,definitely not,,no particular variety,often,yes,yes,probably yes,probably yes,neither disagree nor agree,disagree,agree,neither disagree nor agree,probably yes,34,canada,alberta,female,high school,i am not currently studying,bc,0,yes ,9,24 hours,3
strongly agree,definitely not,no,,extremely unimportant,yes,no,,zed,very unimportant,might or might not,definitely not,definitely not,yes ,british english,sometimes,no,definitely not,definitely yes,probably yes,strongly agree,strongly disagree,neither disagree nor agree,strongly agree,probably yes,54,canada,ontario,male,undergraduate degree,i am not currently studying,on,0,no,,12 hours,3
agree,neutral,yes,neither comfortable nor uncomfortable,extremely important,that depends ,yes,yes but i cant describe it well,zed,important,definitely yes,definitely yes,definitely not,yes ,no particular variety,sometimes,yes,no,definitely yes,probably yes,agree,agree,agree,disagree,definitely yes,39,canada,ontario,male,undergraduate degree,i am not currently studying,on,0,yes ,0,12 hours,4
strongly agree,definitely yes,yes,extremely comfortable,important,yes,yes,yes but i cant describe it well,zee,unimportant,definitely yes,probably not,probably not,yes ,british english,sometimes,yes,yes,probably not,definitely yes,strongly agree,strongly agree,strongly agree,strongly agree,definitely yes,24,canada,quebec,female,other ,third year,qc,7,no,,30 minutes to 1 hour,4
strongly agree,definitely yes,yes,moderately uncomfortable,important,no,yes,yes but i cant describe it well,zee,important,definitely yes,definitely yes,definitely not,,british english,always,yes,yes,might or might not,definitely yes,neither disagree nor agree,neither disagree nor agree,agree,agree,definitely yes,39,canada,newfoundland and labrador,female,graduate degree,i am in a graduate program,nl,0,yes ,12,12 hours,4
strongly agree,probably not,yes,extremely comfortable,important,that depends ,yes,yes but i cant describe it well,zed,neither unimportant nor important,probably yes,probably yes,probably yes,yes ,other ,often,,neither yes or no,definitely yes,definitely yes,neither disagree nor agree,neither disagree nor agree,agree,strongly agree,definitely yes,59,canada,ontario,female,other ,i am not currently studying,on,2,no,,30 minutes to 1 hour,4
agree,neutral,yes,neither comfortable nor uncomfortable,important,yes,yes,yes but i cant describe it well,zed,important,definitely yes,definitely yes,probably not,,british english,rarely,yes,neither yes or no,definitely yes,definitely yes,agree,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,probably yes,34,canada,manitoba,male,undergraduate degree,i am not currently studying,mb,0,no,,30 minutes to 1 hour,3
agree,probably yes,yes,moderately comfortable,important,yes,no,,both,unimportant,probably yes,,probably not,yes ,british english,sometimes,no,neither yes or no,definitely yes,probably yes,agree,neither disagree nor agree,agree,disagree,probably yes,34,canada,manitoba,female,high school,i am not currently studying,qc,0,yes ,5,12 hours,3
strongly agree,probably yes,no,,extremely important,yes,yes,yes but i cant describe it well,zed,very important,definitely yes,definitely yes,,,british english,sometimes,yes,definitely yes,definitely yes,might or might not,strongly agree,neither disagree nor agree,agree,disagree,probably yes,64,canada,ontario,female,undergraduate degree,i am not currently studying,on,0,yes ,11,46 hours,3
somewhat agree,neutral,no,,,no,no,,both,neither unimportant nor important,probably yes,,probably not,no,no particular variety,sometimes,yes,neither yes or no,definitely yes,probably yes,neither disagree nor agree,neither disagree nor agree,agree,neither disagree nor agree,definitely not,59,canada,manitoba,male,undergraduate degree,i am not currently studying,mb,0,no,,12 hours,1
agree,neutral,no,,extremely important,yes,yes,yes but i cant describe it well,both,very important,definitely yes,definitely yes,definitely not,yes ,british english,always,yes,definitely yes,definitely yes,definitely yes,agree,agree,agree,neither disagree nor agree,definitely yes,44,canada,ontario,female,undergraduate degree,i am not currently studying,on,0,no,,46 hours,4
strongly agree,probably yes,no,,important,yes,no,,zed,neither unimportant nor important,might or might not,probably yes,probably not,yes ,british english,often,yes,yes,definitely yes,probably yes,disagree,disagree,strongly agree,disagree,probably not,44,canada,manitoba,female,high school,i am not currently studying,mb,0,no,,24 hours,2
strongly agree,probably yes,no,,extremely important,no,no,,zed,important,probably yes,probably yes,definitely not,,british english,often,yes,yes,definitely yes,probably yes,disagree,agree,agree,neither disagree nor agree,probably yes,69,canada,manitoba,male,postgraduate degree,i am not currently studying,mb,0,no,,12 hours,3
strongly agree,probably yes,yes,extremely comfortable,extremely unimportant,that depends ,yes,yes but i cant describe it well,zee,very unimportant,definitely not,probably yes,probably not,no,no particular variety,sometimes,yes,,definitely yes,might or might not,agree,agree,agree,agree,probably yes,24,canada,quebec,male,high school,second year,qc,4,yes ,5,12 hours,3
strongly agree,definitely yes,yes,extremely comfortable,extremely important,no,yes,yes i do know it is ,zed,important,definitely yes,definitely yes,definitely not,yes ,canadian english,sometimes,yes,definitely yes,definitely yes,might or might not,strongly agree,strongly agree,strongly agree,strongly agree,definitely yes,34,canada,ontario,male,postgraduate degree,i am not currently studying,on,9,yes ,12,12 hours,4
strongly agree,definitely yes,no,,important,that depends ,yes,yes i do know it is ,both,important,probably not,definitely yes,definitely yes,yes ,british english,often,yes,definitely yes,definitely yes,definitely yes,agree,agree,strongly agree,agree,definitely yes,64,canada,ontario,other,undergraduate degree,i am not currently studying,qc,0,yes ,11,less than 30 minutes,4
strongly agree,neutral,no,,important,that depends ,no,,zed,neither unimportant nor important,probably yes,definitely yes,definitely not,no,no particular variety,sometimes,yes,yes,definitely yes,probably yes,disagree,disagree,agree,neither disagree nor agree,definitely yes,34,canada,ontario,female,graduate degree,i am not currently studying,on,0,no,,30 minutes to 1 hour,4
agree,probably yes,no,,unimportant,that depends ,not sure,,both,neither unimportant nor important,might or might not,probably yes,probably not,yes ,no particular variety,sometimes,no,,definitely yes,definitely yes,disagree,strongly disagree,agree,disagree,probably yes,24,canada,manitoba,male,high school,i am not currently studying,mb,0,yes ,15,30 minutes to 1 hour,3
agree,definitely not,no,,important,yes,yes,,zed,important,definitely yes,definitely yes,definitely not,,british english,often,yes,yes,definitely yes,definitely yes,agree,disagree,agree,strongly disagree,definitely yes,34,canada,ontario,male,undergraduate degree,i am not currently studying,on,0,no,,less than 30 minutes,4
strongly agree,probably yes,no,,important,yes,no,,zed,very important,probably yes,definitely yes,probably not,no,british english,,yes,definitely yes,definitely yes,definitely yes,disagree,disagree,strongly agree,disagree,probably yes,24,canada,ontario,female,high school,third year,on,0,no,,46 hours,3
strongly agree,definitely yes,no,,extremely unimportant,no,yes,yes but i cant describe it well,zed,very important,definitely yes,probably yes,definitely not,yes ,no particular variety,often,yes,yes,definitely yes,definitely yes,disagree,disagree,strongly agree,agree,definitely yes,34,canada,alberta,female,other ,i am not currently studying,on,0,yes ,4,24 hours,4
strongly agree,probably yes,yes,neither comfortable nor uncomfortable,important,that depends ,no,,zed,,probably yes,probably not,probably not,,british english,,yes,no,definitely yes,definitely yes,neither disagree nor agree,disagree,agree,disagree,probably yes,39,canada,manitoba,female,other ,i am not currently studying,mb,0,yes ,2,24 hours,3
strongly agree,probably not,no,,important,,no,,zed,important,definitely yes,probably yes,probably not,yes ,no particular variety,rarely,yes,yes,definitely yes,definitely yes,agree,neither disagree nor agree,strongly agree,neither disagree nor agree,probably yes,49,canada,manitoba,other,undergraduate degree,i am not currently studying,mb,0,no,,30 minutes to 1 hour,3
strongly agree,neutral,no,,unimportant,yes,not sure,yes but i cant describe it well,zee,neither unimportant nor important,probably yes,probably not,definitely not,no,british english,sometimes,yes,neither yes or no,definitely yes,definitely not,strongly agree,strongly disagree,agree,neither disagree nor agree,probably yes,44,canada,manitoba,male,undergraduate degree,i am not currently studying,mb,0,no,,30 minutes to 1 hour,3
agree,neutral,no,,important,that depends ,not sure,,zed,important,probably yes,probably not,probably not,,british english,sometimes,yes,neither yes or no,probably not,probably yes,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,probably yes,39,canada,manitoba,female,undergraduate degree,i am not currently studying,mb,0,no,,30 minutes to 1 hour,3
strongly agree,definitely not,no,,important,yes,yes,yes but i cant describe it well,zed,neither unimportant nor important,definitely yes,probably yes,probably not,yes ,british english,often,yes,definitely yes,definitely yes,probably yes,strongly agree,agree,strongly disagree,neither disagree nor agree,probably yes,54,canada,manitoba,male,undergraduate degree,i am not currently studying,mb,0,no,,30 minutes to 1 hour,3
somewhat agree,neutral,no,,unimportant,yes,no,,both,neither unimportant nor important,might or might not,probably not,definitely not,no,no particular variety,sometimes,no,no,definitely yes,definitely yes,neither disagree nor agree,strongly disagree,,strongly disagree,probably yes,24,canada,ontario,male,undergraduate degree,i am not currently studying,ns,0,,,30 minutes to 1 hour,3
strongly agree,definitely yes,no,,,that depends ,no,,zee,neither unimportant nor important,might or might not,probably yes,probably yes,yes ,,sometimes,yes,no,definitely yes,might or might not,disagree,disagree,strongly agree,neither disagree nor agree,probably yes,34,canada,ontario,female,undergraduate degree,i am not currently studying,on,0,yes ,11,12 hours,3
strongly agree,probably yes,yes,extremely comfortable,important,yes,no,,both,neither unimportant nor important,might or might not,,probably not,,british english,sometimes,yes,no,definitely yes,probably yes,agree,agree,neither disagree nor agree,disagree,probably yes,34,canada,quebec,female,undergraduate degree,i am not currently studying,qc,2,no,,24 hours,3
strongly agree,probably not,no,,important,no,not sure,,both,important,probably yes,probably yes,definitely not,yes ,no particular variety,often,,,definitely yes,definitely yes,disagree,strongly disagree,agree,neither disagree nor agree,probably yes,49,canada,manitoba,male,high school,i am not currently studying,mb,0,no,,12 hours,3
strongly agree,probably yes,no,,important,that depends ,no,,zed,important,probably yes,definitely yes,definitely not,no,british english,rarely,yes,yes,definitely yes,definitely yes,agree,agree,agree,neither disagree nor agree,definitely yes,49,canada,ontario,male,high school,i am not currently studying,on,0,no,,12 hours,4
somewhat disagree,probably yes,yes,extremely comfortable,unimportant,that depends ,yes,yes but i cant describe it well,zed,neither unimportant nor important,might or might not,probably not,definitely not,yes ,no particular variety,sometimes,no,neither yes or no,definitely yes,probably yes,neither disagree nor agree,disagree,neither disagree nor agree,disagree,probably yes,39,canada,manitoba,other,undergraduate degree,i am not currently studying,mb,0,yes ,12,less than 30 minutes,3
strongly agree,probably yes,yes,moderately uncomfortable,extremely important,no,yes,yes but i cant describe it well,zed,very important,definitely yes,probably yes,probably not,no,british english,often,yes,yes,definitely yes,probably yes,disagree,disagree,neither disagree nor agree,disagree,probably yes,49,canada,manitoba,female,graduate degree,i am not currently studying,on,0,no,,12 hours,3
strongly agree,definitely yes,no,,extremely important,that depends ,no,,zed,very important,definitely yes,definitely yes,probably not,yes ,no particular variety,often,,definitely yes,definitely yes,definitely yes,strongly disagree,strongly disagree,strongly agree,neither disagree nor agree,definitely yes,39,canada,manitoba,other,high school,i am not currently studying,mb,0,yes ,5,46 hours,4
somewhat disagree,probably yes,no,,,yes,not sure,yes i do know it is ,zed,very unimportant,probably yes,definitely yes,definitely not,yes ,british english,often,yes,definitely yes,definitely yes,definitely yes,agree,disagree,strongly agree,strongly agree,definitely yes,24,canada,ontario,female,other ,i am not currently studying,on,0,no,,46 hours,4
strongly disagreee,,no,,extremely important,yes,yes,yes but i cant describe it well,zed,very important,definitely yes,definitely yes,definitely not,no,no particular variety,often,yes,,definitely yes,probably yes,agree,agree,agree,disagree,probably not,34,canada,alberta,male,undergraduate degree,i am not currently studying,ab,0,no,,24 hours,2
agree,probably yes,yes,moderately uncomfortable,extremely important,no,yes,yes but i cant describe it well,zed,important,definitely yes,probably yes,definitely not,yes ,british english,often,yes,definitely yes,definitely yes,probably yes,disagree,disagree,,neither disagree nor agree,probably yes,29,canada,newfoundland and labrador,male,undergraduate degree,first year,ns,0,no,,12 hours,3
strongly agree,definitely yes,yes,extremely comfortable,,yes,not sure,,zed,very unimportant,definitely not,definitely not,,no,british english,never,no,definitely not,definitely not,definitely not,strongly disagree,strongly disagree,strongly disagree,strongly disagree,definitely not,39,canada,quebec,male,undergraduate degree,i am not currently studying,qc,13,yes ,10,30 minutes to 1 hour,1
strongly disagreee,definitely yes,yes,moderately comfortable,important,no,yes,yes but i cant describe it well,both,neither unimportant nor important,probably not,probably yes,probably not,,british english,sometimes,yes,yes,definitely yes,probably yes,disagree,disagree,agree,strongly agree,probably yes,24,canada,newfoundland and labrador,female,undergraduate degree,fourth year+,nl,3,no,,24 hours,3
strongly agree,definitely yes,yes,moderately comfortable,extremely important,that depends ,yes,yes but i cant describe it well,zed,very important,definitely yes,definitely yes,definitely not,no,no particular variety,sometimes,yes,definitely yes,definitely yes,definitely yes,neither disagree nor agree,neither disagree nor agree,strongly agree,strongly agree,definitely yes,59,canada,manitoba,female,undergraduate degree,,mb,0,no,,less than 30 minutes,4
strongly agree,definitely yes,no,,extremely important,yes,no,,zed,very important,definitely yes,,probably not,,british english,sometimes,,yes,definitely yes,probably yes,neither disagree nor agree,disagree,agree,agree,probably yes,49,canada,alberta,female,undergraduate degree,,ab,0,no,,12 hours,3
strongly agree,definitely not,yes,neither comfortable nor uncomfortable,extremely important,yes,no,,zed,neither unimportant nor important,definitely yes,probably yes,,,british english,always,yes,,definitely yes,definitely yes,strongly agree,,agree,,definitely yes,54,canada,ontario,female,undergraduate degree,i am not currently studying,on,0,no,,less than 30 minutes,4
strongly agree,probably yes,yes,moderately uncomfortable,important,no,no,,zee,very unimportant,definitely not,probably yes,definitely not,no,no particular variety,often,yes,yes,definitely not,might or might not,disagree,disagree,strongly agree,disagree,definitely not,24,canada,newfoundland and labrador,other,high school,second year,nl,5,no,,12 hours,1
strongly agree,probably yes,yes,neither comfortable nor uncomfortable,important,that depends ,yes,yes but i cant describe it well,zee,neither unimportant nor important,probably not,definitely yes,definitely not,no,british english,always,yes,definitely yes,definitely yes,definitely yes,agree,agree,strongly agree,agree,definitely yes,24,canada,newfoundland and labrador,female,undergraduate degree,i am not currently studying,nl,0,no,,24 hours,4
agree,probably yes,no,,extremely important,that depends ,yes,yes i do know it is ,zed,important,probably yes,probably yes,definitely not,yes ,british english,often,yes,definitely yes,definitely yes,probably yes,neither disagree nor agree,neither disagree nor agree,,agree,definitely yes,39,canada,alberta,female,graduate degree,i am not currently studying,ab,3,yes ,9,less than 30 minutes,4
somewhat agree,probably yes,yes,moderately comfortable,unimportant,yes,yes,yes but i cant describe it well,both,neither unimportant nor important,might or might not,probably yes,definitely not,yes ,british english,often,yes,yes,definitely yes,probably yes,strongly agree,agree,neither disagree nor agree,neither disagree nor agree,definitely yes,34,canada,manitoba,male,postgraduate degree,i am not currently studying,mb,0,no,,24 hours,4
strongly agree,probably yes,no,,important,no,no,,zed,neither unimportant nor important,might or might not,probably not,probably not,no,british english,sometimes,yes,neither yes or no,definitely yes,probably yes,agree,agree,strongly disagree,neither disagree nor agree,probably yes,34,canada,alberta,male,undergraduate degree,i am not currently studying,ab,0,no,,12 hours,3
strongly agree,definitely yes,yes,extremely comfortable,extremely important,that depends ,yes,yes but i cant describe it well,zed,very important,definitely yes,definitely yes,definitely not,yes ,no particular variety,sometimes,yes,definitely yes,probably yes,probably not,strongly agree,strongly agree,strongly agree,disagree,probably yes,29,canada,ontario,male,graduate degree,i am not currently studying,on,0,yes ,6,24 hours,3
agree,definitely not,yes,extremely comfortable,extremely important,no,no,,zed,unimportant,probably not,definitely not,probably not,no,no particular variety,never,yes,yes,might or might not,definitely not,strongly disagree,strongly agree,strongly agree,strongly disagree,probably yes,24,canada,quebec,male,undergraduate degree,i am not currently studying,qc,11,yes ,9,24 hours,3
strongly agree,definitely yes,yes,moderately comfortable,important,no,yes,yes i do know it is ,zee,important,probably yes,,definitely not,yes ,british english,often,yes,neither yes or no,definitely yes,definitely yes,neither disagree nor agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,29,canada,ontario,female,graduate degree,i am not currently studying,on,2,yes ,7,24 hours,3
strongly agree,probably yes,no,,important,that depends ,yes,yes but i cant describe it well,both,very important,probably not,probably not,probably not,,british english,rarely,yes,definitely yes,probably yes,definitely yes,agree,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,probably yes,44,canada,alberta,male,high school,i am not currently studying,ab,0,no,,30 minutes to 1 hour,3
strongly agree,probably yes,yes,extremely comfortable,important,yes,yes,yes but i cant describe it well,both,important,,definitely yes,definitely not,yes ,irish english,sometimes,yes,definitely yes,probably yes,definitely yes,agree,agree,strongly agree,agree,probably not,39,canada,ontario,male,undergraduate degree,i am not currently studying,on,1,yes ,4,12 hours,2
somewhat agree,neutral,no,,important,yes,yes,yes i do know it is ,zed,important,probably yes,probably yes,definitely not,yes ,british english,often,yes,yes,probably yes,definitely yes,neither disagree nor agree,neither disagree nor agree,agree,agree,probably yes,54,canada,alberta,male,postgraduate degree,i am not currently studying,ns,0,no,,12 hours,3
strongly agree,probably yes,no,,,that depends ,yes,yes but i cant describe it well,zee,neither unimportant nor important,probably yes,probably yes,probably yes,yes ,british english,often,yes,no,definitely yes,definitely yes,agree,agree,agree,strongly disagree,probably yes,29,canada,manitoba,male,undergraduate degree,i am not currently studying,mb,0,no,,30 minutes to 1 hour,3
strongly agree,probably not,no,,important,yes,yes,yes but i cant describe it well,zed,important,probably not,probably yes,probably not,no,british english,never,yes,no,definitely yes,probably yes,disagree,disagree,neither disagree nor agree,disagree,probably yes,59,canada,alberta,male,graduate degree,i am not currently studying,mb,0,no,,30 minutes to 1 hour,3
strongly agree,definitely yes,yes,extremely comfortable,extremely important,that depends ,yes,yes i do know it is ,both,important,probably yes,probably not,definitely not,yes ,british english,sometimes,yes,yes,definitely yes,might or might not,neither disagree nor agree,neither disagree nor agree,strongly agree,strongly agree,probably yes,44,canada,manitoba,female,other ,second year,mb,8,yes ,11,46 hours,3
somewhat agree,probably yes,yes,,important,that depends ,yes,yes but i cant describe it well,zed,important,probably yes,definitely yes,definitely not,yes ,british english,rarely,yes,yes,definitely yes,definitely yes,strongly disagree,strongly disagree,strongly agree,strongly disagree,definitely yes,24,canada,ontario,other,high school,third year,on,4,no,,12 hours,4
strongly agree,definitely yes,yes,moderately comfortable,important,that depends ,yes,yes i do know it is ,zed,neither unimportant nor important,probably yes,probably not,probably not,no,no particular variety,rarely,yes,yes,probably yes,might or might not,agree,agree,agree,disagree,probably yes,29,canada,quebec,male,undergraduate degree,i am in a graduate program,qc,12,no,,24 hours,3
strongly agree,definitely yes,yes,extremely comfortable,,that depends ,yes,,both,neither unimportant nor important,definitely not,definitely yes,definitely not,,british english,rarely,yes,definitely yes,definitely yes,definitely yes,strongly agree,strongly agree,neither disagree nor agree,strongly agree,definitely yes,34,canada,british columbia,female,graduate degree,i am not currently studying,qc,2,yes ,6,46 hours,4
somewhat agree,probably yes,no,,important,that depends ,yes,yes but i cant describe it well,zed,very important,definitely yes,probably yes,,,canadian english,sometimes,yes,yes,definitely yes,probably yes,disagree,disagree,,disagree,probably yes,19,canada,ontario,male,high school,first year,on,0,no,,30 minutes to 1 hour,3
strongly agree,definitely yes,no,,important,no,not sure,yes i do know it is ,zee,very important,probably yes,probably yes,definitely not,yes ,british english,sometimes,yes,neither yes or no,definitely yes,definitely yes,agree,agree,strongly agree,strongly agree,probably yes,34,canada,saskatchewan,female,graduate degree,i am not currently studying,ab,0,no,,12 hours,3
strongly agree,neutral,no,,extremely important,no,not sure,,zed,important,probably yes,definitely yes,definitely not,no,no particular variety,sometimes,yes,definitely yes,definitely yes,definitely yes,disagree,disagree,neither disagree nor agree,neither disagree nor agree,probably yes,69,canada,ontario,female,high school,i am not currently studying,on,0,no,,30 minutes to 1 hour,3
somewhat agree,probably not,no,,unimportant,no,no,,both,neither unimportant nor important,probably not,probably not,probably not,,no particular variety,rarely,no,,definitely yes,might or might not,neither disagree nor agree,strongly disagree,agree,agree,probably not,34,canada,ontario,male,other ,i am not currently studying,on,0,no,,less than 30 minutes,2
strongly agree,probably yes,yes,moderately uncomfortable,important,that depends ,yes,yes but i cant describe it well,both,important,probably yes,probably yes,definitely not,no,no particular variety,sometimes,yes,yes,definitely yes,probably yes,disagree,disagree,,agree,probably not,24,canada,newfoundland and labrador,female,undergraduate degree,i am in a graduate program,on,3,no,,24 hours,2
strongly agree,probably yes,yes,extremely comfortable,important,no,yes,yes but i cant describe it well,zed,very important,definitely yes,definitely yes,probably not,yes ,canadian english,often,yes,definitely yes,might or might not,probably yes,neither disagree nor agree,neither disagree nor agree,strongly agree,agree,probably yes,44,canada,ontario,male,undergraduate degree,i am not currently studying,on,0,yes ,3,12 hours,3
strongly agree,definitely yes,no,,important,that depends ,not sure,yes but i cant describe it well,both,important,definitely yes,definitely yes,,yes ,british english,rarely,yes,definitely yes,probably yes,definitely yes,neither disagree nor agree,disagree,neither disagree nor agree,neither disagree nor agree,probably yes,44,canada,british columbia,female,other ,i am not currently studying,bc,0,yes ,12,i dont use social media,3
strongly agree,definitely yes,yes,moderately comfortable,important,yes,yes,yes but i cant describe it well,zed,neither unimportant nor important,probably not,probably not,definitely not,no,no particular variety,sometimes,yes,yes,probably yes,definitely yes,disagree,disagree,strongly agree,agree,probably not,24,canada,newfoundland and labrador,female,undergraduate degree,fourth year+,nl,0,yes ,7,12 hours,2
somewhat agree,probably not,no,,important,that depends ,yes,yes i do know it is ,zed,important,definitely yes,probably yes,definitely not,no,canadian english,sometimes,yes,definitely yes,definitely yes,might or might not,disagree,disagree,agree,agree,probably yes,59,canada,manitoba,male,undergraduate degree,i am not currently studying,mb,0,no,,12 hours,3
strongly agree,definitely yes,no,,,that depends ,yes,yes but i cant describe it well,zee,important,probably yes,probably yes,probably not,yes ,no particular variety,sometimes,yes,yes,definitely yes,probably yes,neither disagree nor agree,neither disagree nor agree,agree,disagree,probably yes,29,canada,manitoba,male,undergraduate degree,i am not currently studying,mb,0,no,,24 hours,3
somewhat agree,neutral,yes,moderately uncomfortable,unimportant,that depends ,not sure,,zed,neither unimportant nor important,might or might not,probably yes,probably not,no,british english,always,yes,definitely not,definitely yes,probably yes,disagree,disagree,disagree,strongly disagree,definitely yes,39,canada,quebec,male,graduate degree,i am not currently studying,on,4,no,,12 hours,4
somewhat agree,definitely yes,no,,important,yes,no,,zed,important,might or might not,,definitely not,,british english,rarely,yes,yes,definitely yes,probably yes,agree,agree,strongly agree,disagree,probably not,44,canada,ontario,female,undergraduate degree,i am not currently studying,on,0,no,,12 hours,2
strongly agree,definitely yes,yes,extremely comfortable,extremely important,no,no,,zed,very important,definitely yes,probably yes,probably not,no,british english,rarely,yes,definitely yes,definitely yes,probably yes,strongly disagree,strongly disagree,agree,agree,probably yes,29,canada,ontario,male,graduate degree,i am not currently studying,on,6,yes ,3,less than 30 minutes,3
agree,probably not,yes,extremely comfortable,unimportant,yes,no,,zed,neither unimportant nor important,probably yes,probably yes,definitely not,no,british english,always,yes,yes,probably not,probably yes,strongly disagree,strongly disagree,neither disagree nor agree,strongly disagree,probably not,39,canada,ontario,male,graduate degree,i am not currently studying,on,0,no,,12 hours,2
somewhat agree,probably not,no,,unimportant,,no,,zee,unimportant,definitely not,,definitely yes,yes ,british english,sometimes,,yes,might or might not,probably yes,strongly agree,disagree,agree,strongly disagree,probably yes,29,canada,manitoba,male,graduate degree,i am not currently studying,mb,0,no,,30 minutes to 1 hour,3
strongly agree,definitely yes,no,,important,that depends ,yes,yes but i cant describe it well,zed,unimportant,might or might not,probably not,probably yes,yes ,british english,sometimes,yes,yes,definitely yes,probably yes,agree,agree,agree,neither disagree nor agree,definitely yes,49,canada,manitoba,female,high school,i am not currently studying,mb,0,yes ,9,12 hours,4
strongly agree,neutral,yes,extremely comfortable,important,yes,no,yes but i cant describe it well,zed,neither unimportant nor important,might or might not,probably not,probably not,no,british english,rarely,yes,yes,probably yes,probably yes,neither disagree nor agree,disagree,agree,disagree,probably yes,24,canada,ontario,male,postgraduate degree,i am in a graduate program,ab,3,yes ,9,12 hours,3
strongly agree,definitely not,no,,extremely important,yes,yes,yes but i cant describe it well,zed,neither unimportant nor important,probably not,probably yes,definitely not,yes ,british english,rarely,,no,might or might not,probably yes,strongly disagree,strongly disagree,strongly agree,strongly disagree,probably not,34,canada,british columbia,male,graduate degree,i am not currently studying,bc,0,yes ,0,30 minutes to 1 hour,2
